Trace
Swept SA
A.12.09,N9030A
550 B25 DP2 EP1 EXM FSA LFE NFE NUL PFR RTL ,01
Segment,0
Number of Points,1001
Sweep Time,0.001
Start Frequency,5280000000
Stop Frequency,5340000000
Average Count,0
Average Type,LogPower(Video)
RBW,560000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,560000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,30
Ref Level Offset,0
External Gain,0
Trace Type,Average
Detector,Sample
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
5280000000,-47.5557066345523
5280060000,-46.8435253504994
5280120000,-47.9282638364051
5280180000,-47.315276933273
5280240000,-46.8288901935655
5280300000,-46.8959841404657
5280360000,-47.0248201036744
5280420000,-47.4810408851757
5280480000,-46.9882528484555
5280540000,-47.2687356113914
5280600000,-46.7748010737136
5280660000,-46.0505006865906
5280720000,-46.3138814769101
5280780000,-46.5645111187599
5280840000,-47.2319820510493
5280900000,-46.9741826144299
5280960000,-46.1417657171397
5281020000,-46.9683283560152
5281080000,-46.5652540192208
5281140000,-46.2690761979849
5281200000,-45.4991876990703
5281260000,-45.8160204218516
5281320000,-45.716114745305
5281380000,-46.0858041019741
5281440000,-45.5707401395984
5281500000,-46.2154133413094
5281560000,-46.6708256926484
5281620000,-45.7839940960668
5281680000,-45.6498183300014
5281740000,-45.1750068403458
5281800000,-45.4578560988479
5281860000,-45.9869752328982
5281920000,-45.7301165150131
5281980000,-46.168640025324
5282040000,-45.3398096182087
5282100000,-45.537788408394
5282160000,-45.7394712785957
5282220000,-45.2431922934471
5282280000,-45.451886457966
5282340000,-44.7771428397953
5282400000,-45.5240604089487
5282460000,-45.5437362521443
5282520000,-44.8624223015632
5282580000,-45.9543484665487
5282640000,-45.1803663712665
5282700000,-45.0768007108939
5282760000,-44.6388242391811
5282820000,-46.296122363526
5282880000,-45.1206665002539
5282940000,-46.5011801851043
5283000000,-45.2281468012362
5283060000,-44.1083403305945
5283120000,-45.0018262881826
5283180000,-44.4761571919499
5283240000,-45.1272022932133
5283300000,-45.9380225920183
5283360000,-44.1291616965422
5283420000,-44.8130584598576
5283480000,-45.2424173118736
5283540000,-44.3888121949647
5283600000,-44.7644398386445
5283660000,-44.102146044974
5283720000,-45.0473274367621
5283780000,-45.1725254642402
5283840000,-43.4552523567937
5283900000,-44.4002132676284
5283960000,-44.0411763265869
5284020000,-44.5500994053086
5284080000,-44.2133751367481
5284140000,-44.8770317485443
5284200000,-44.6279339602178
5284260000,-44.4276506549672
5284320000,-43.9817736157587
5284380000,-43.6180551291407
5284440000,-43.8823104939087
5284500000,-44.4640143353375
5284560000,-43.9156136528124
5284620000,-43.942550668739
5284680000,-43.6548319667473
5284740000,-43.7854758737736
5284800000,-43.827787761515
5284860000,-43.9088455021286
5284920000,-44.1904747660221
5284980000,-43.1229149319637
5285040000,-43.8876988077052
5285100000,-44.3602719265815
5285160000,-43.2561416517243
5285220000,-42.9174918495044
5285280000,-43.4514689138939
5285340000,-42.4520303450616
5285400000,-43.2921746106646
5285460000,-43.2178079778831
5285520000,-43.183252855915
5285580000,-42.966969982815
5285640000,-43.8267664507283
5285700000,-43.1264911381574
5285760000,-43.2187787086626
5285820000,-42.7760398483571
5285880000,-42.6666093946248
5285940000,-42.9126677313747
5286000000,-42.7797854535691
5286060000,-43.4647478748258
5286120000,-42.6516524584159
5286180000,-43.0557809400013
5286240000,-43.0159563232476
5286300000,-43.0733564575647
5286360000,-42.9380709373673
5286420000,-42.791467394897
5286480000,-42.7048787679338
5286540000,-42.5874228074989
5286600000,-43.7035283837038
5286660000,-42.6083937317442
5286720000,-42.0482340650394
5286780000,-42.2499316339714
5286840000,-41.4821744509394
5286900000,-42.3303956688008
5286960000,-42.1846226045882
5287020000,-41.8799048210918
5287080000,-42.1632170895959
5287140000,-42.4126414355673
5287200000,-42.3723023632558
5287260000,-42.2272348380939
5287320000,-41.8886879269856
5287380000,-41.8612763879066
5287440000,-41.2121820539778
5287500000,-41.5189534959204
5287560000,-41.6471647630946
5287620000,-41.7720908640635
5287680000,-40.9505877739651
5287740000,-40.8476247615317
5287800000,-42.1257691397327
5287860000,-41.4465865050342
5287920000,-41.7038673223106
5287980000,-41.2860207616404
5288040000,-41.2628865530568
5288100000,-41.3233954688164
5288160000,-40.9318816833436
5288220000,-40.3712663560018
5288280000,-41.3596767133805
5288340000,-41.6065728777532
5288400000,-41.1852794648454
5288460000,-41.0304960790051
5288520000,-41.2862996738939
5288580000,-41.7283949756495
5288640000,-40.763895288561
5288700000,-40.5817575657727
5288760000,-40.8606087696537
5288820000,-40.844860673008
5288880000,-41.0466023381307
5288940000,-39.9990768733685
5289000000,-41.0327887172995
5289060000,-40.3304776305924
5289120000,-39.6824636533352
5289180000,-39.8176053718102
5289240000,-40.7597514758069
5289300000,-40.4586201824853
5289360000,-40.6348962974938
5289420000,-40.1556825381359
5289480000,-39.8607541089691
5289540000,-40.4742880506994
5289600000,-40.271535358771
5289660000,-39.9780547545313
5289720000,-39.6627906320987
5289780000,-39.6074588549581
5289840000,-39.4488464498943
5289900000,-38.6017675692051
5289960000,-39.2982243974975
5290020000,-39.891746018027
5290080000,-39.3866845415691
5290140000,-39.2802379300724
5290200000,-39.1588427099373
5290260000,-39.1915636762072
5290320000,-39.7100629776703
5290380000,-39.5447185541636
5290440000,-38.5164778234561
5290500000,-38.98921997773
5290560000,-40.0479123136776
5290620000,-38.8499379957014
5290680000,-39.5820612928839
5290740000,-40.1054185246861
5290800000,-39.6463052789104
5290860000,-39.5297091941937
5290920000,-39.0621662266341
5290980000,-38.8241145340714
5291040000,-38.8084325817116
5291100000,-38.9682975644245
5291160000,-38.5118962343751
5291220000,-39.0430731906569
5291280000,-38.5494767237743
5291340000,-38.4370918252669
5291400000,-38.7713057965389
5291460000,-38.1924787424488
5291520000,-38.9659863145786
5291580000,-37.2231300671761
5291640000,-37.947169062735
5291700000,-37.739330610149
5291760000,-37.5462055865178
5291820000,-36.9834001483725
5291880000,-37.1415453796491
5291940000,-36.6000971965202
5292000000,-37.1194049281456
5292060000,-37.3709223264258
5292120000,-36.5389375249292
5292180000,-37.7321364244142
5292240000,-37.0013450311488
5292300000,-37.9364930228106
5292360000,-37.2820762317924
5292420000,-36.2509383344825
5292480000,-36.599452653515
5292540000,-36.7861853983302
5292600000,-36.7300877704699
5292660000,-36.8941477239137
5292720000,-36.4496288005029
5292780000,-36.869064492869
5292840000,-37.1062800266407
5292900000,-36.3537271632779
5292960000,-36.8587756098374
5293020000,-35.9783437935204
5293080000,-36.1440500047494
5293140000,-36.2107823160109
5293200000,-35.3949367203009
5293260000,-35.1878096393827
5293320000,-34.1916841174679
5293380000,-34.4372044338164
5293440000,-35.0881892234109
5293500000,-34.3644826181138
5293560000,-34.8687005864156
5293620000,-34.5772762876593
5293680000,-34.0248466363045
5293740000,-33.5939975320025
5293800000,-33.3451554547069
5293860000,-33.6491032236983
5293920000,-33.6769500441506
5293980000,-33.2245599507046
5294040000,-33.5894045590165
5294100000,-32.8495366998376
5294160000,-33.1024872243147
5294220000,-32.3612082870341
5294280000,-32.6175248207327
5294340000,-33.4137845105021
5294400000,-32.6547274590149
5294460000,-32.3582173996008
5294520000,-32.208121391954
5294580000,-31.9827017412713
5294640000,-31.5118720907584
5294700000,-31.1210623275883
5294760000,-30.6156759623174
5294820000,-31.0853225171309
5294880000,-30.129243685713
5294940000,-29.1230642323246
5295000000,-28.6306788939373
5295060000,-28.8462725955486
5295120000,-29.2428003168597
5295180000,-29.0795856924875
5295240000,-29.1106074386684
5295300000,-28.6592830031636
5295360000,-28.3832629736826
5295420000,-28.0694745568895
5295480000,-28.0253416954319
5295540000,-27.2535628929353
5295600000,-26.7770448338255
5295660000,-27.0874453453856
5295720000,-26.491639741138
5295780000,-25.5833244335849
5295840000,-26.2169867696097
5295900000,-25.7518455276938
5295960000,-25.7399396322537
5296020000,-25.7594816701291
5296080000,-25.5136307844342
5296140000,-24.5206287426921
5296200000,-23.4517886023561
5296260000,-23.8049403707744
5296320000,-23.4116612209266
5296380000,-23.2258399494689
5296440000,-23.361060994212
5296500000,-22.3309079118272
5296560000,-21.6360696126913
5296620000,-20.8893153984021
5296680000,-20.5364798047673
5296740000,-20.2045311067817
5296800000,-20.8833332433262
5296860000,-19.795891859891
5296920000,-19.5218120627997
5296980000,-19.4311724189115
5297040000,-19.0845617375268
5297100000,-18.0988208685156
5297160000,-19.7105955086068
5297220000,-17.6295493594484
5297280000,-16.9345493742801
5297340000,-16.9537680400906
5297400000,-17.0529257502276
5297460000,-16.1850613482527
5297520000,-15.8246779566476
5297580000,-15.0120513828568
5297640000,-14.7787458634085
5297700000,-15.0071642071408
5297760000,-14.6090271269538
5297820000,-14.0534666460611
5297880000,-14.3805134696005
5297940000,-13.2133314746968
5298000000,-12.9106626473186
5298060000,-12.5291645297458
5298120000,-11.8672807837735
5298180000,-11.3545450533903
5298240000,-11.0442549343906
5298300000,-10.5808481426412
5298360000,-10.8114492478118
5298420000,-9.72492653501566
5298480000,-9.95720329543189
5298540000,-9.08905226821761
5298600000,-9.28290654782672
5298660000,-9.11385652755533
5298720000,-8.42232544271996
5298780000,-7.5037651202004
5298840000,-7.26598383739873
5298900000,-7.10547377938784
5298960000,-6.8162248927047
5299020000,-6.89179849019636
5299080000,-6.21415035605815
5299140000,-6.15628888057081
5299200000,-6.35491289813779
5299260000,-7.00981489933711
5299320000,-6.97426609633073
5299380000,-7.16383569607935
5299440000,-6.86717864936301
5299500000,-6.49862276375299
5299560000,-5.38824401180228
5299620000,-6.1472571191825
5299680000,-6.4028754631954
5299740000,-6.73306781500287
5299800000,-6.52298628930948
5299860000,-7.32935135610826
5299920000,-6.17770591905197
5299980000,-6.84929832842132
5300040000,-6.32938226832338
5300100000,-6.68518715754723
5300160000,-6.91078334507637
5300220000,-6.43659503470719
5300280000,-6.70197333558925
5300340000,-6.52341323686253
5300400000,-6.29911068967683
5300460000,-6.51882738511613
5300520000,-6.39082356899695
5300580000,-6.12182953256333
5300640000,-5.99909521122968
5300700000,-5.46923546013479
5300760000,-5.49836841948181
5300820000,-6.21183016189596
5300880000,-6.47340149164983
5300940000,-6.06596746459573
5301000000,-6.13879239953539
5301060000,-5.79409255307991
5301120000,-6.16444918522612
5301180000,-5.83946768536696
5301240000,-6.75633045662926
5301300000,-7.1310085154615
5301360000,-6.75925565602763
5301420000,-6.86185286903725
5301480000,-6.58170984572825
5301540000,-7.52930031252509
5301600000,-7.63124343203971
5301660000,-6.90445009339551
5301720000,-7.36525536197885
5301780000,-6.67012308823847
5301840000,-6.49194515649759
5301900000,-7.05859598142835
5301960000,-7.03627603562411
5302020000,-6.22457548183745
5302080000,-6.37491417061661
5302140000,-5.6789367198883
5302200000,-6.49880257039839
5302260000,-6.14094001102678
5302320000,-7.08442953209096
5302380000,-6.20108736718955
5302440000,-6.00044242630037
5302500000,-6.82064634760563
5302560000,-5.84093930735168
5302620000,-6.14310852998594
5302680000,-6.83478675420722
5302740000,-6.0252542631287
5302800000,-5.19581969132605
5302860000,-6.02767970569943
5302920000,-6.28795019782843
5302980000,-6.02171217331191
5303040000,-6.46132922227648
5303100000,-6.52378420304269
5303160000,-6.21666900977154
5303220000,-5.99298380925527
5303280000,-5.68550849709361
5303340000,-6.22662027825911
5303400000,-5.13632734116032
5303460000,-4.83802403665883
5303520000,-6.63154847597727
5303580000,-6.21858772635872
5303640000,-4.83537114397879
5303700000,-5.21830988919727
5303760000,-5.37499108006834
5303820000,-5.82722698893073
5303880000,-5.76823371121609
5303940000,-5.34737239410181
5304000000,-5.90135291357895
5304060000,-5.43072169592413
5304120000,-5.9924851930552
5304180000,-4.98548261077416
5304240000,-5.24235769622128
5304300000,-5.60382894594671
5304360000,-4.5645332533622
5304420000,-5.65038732601683
5304480000,-5.47495070746284
5304540000,-5.15899422796159
5304600000,-4.88054155862843
5304660000,-4.97381977667564
5304720000,-5.37188351529523
5304780000,-5.69250699372649
5304840000,-5.31682222395752
5304900000,-5.0425733914686
5304960000,-5.43551462260492
5305020000,-5.88692005320962
5305080000,-6.30184323539685
5305140000,-5.88408335035995
5305200000,-6.2670735411342
5305260000,-6.64716073268912
5305320000,-5.19169989125524
5305380000,-6.09459151943904
5305440000,-5.89798137999651
5305500000,-6.02670558598037
5305560000,-6.59811145013877
5305620000,-6.53980166337959
5305680000,-5.9551082991818
5305740000,-5.71064644349306
5305800000,-5.48243403406761
5305860000,-5.70945599842853
5305920000,-5.64912513626347
5305980000,-5.25983669167163
5306040000,-5.98781343018259
5306100000,-5.87758037890497
5306160000,-6.22208194458609
5306220000,-6.10216977945556
5306280000,-5.82656866378598
5306340000,-5.32654733504705
5306400000,-5.56081577340871
5306460000,-5.72332501081383
5306520000,-6.21235184142842
5306580000,-5.40977184974615
5306640000,-5.84436928233901
5306700000,-5.2851120707949
5306760000,-6.09847373318062
5306820000,-5.68157372386186
5306880000,-6.86928999697303
5306940000,-6.48843127416502
5307000000,-6.32326906803803
5307060000,-5.1007169563782
5307120000,-5.44316069982788
5307180000,-5.42633072976254
5307240000,-6.01446374891657
5307300000,-6.54488220384366
5307360000,-6.03792307443871
5307420000,-5.46427580600473
5307480000,-6.31550139744903
5307540000,-5.42429541187746
5307600000,-5.54538362750963
5307660000,-5.27666886695028
5307720000,-5.39315638002213
5307780000,-5.92430977146046
5307840000,-5.72510530613328
5307900000,-6.05290911427925
5307960000,-5.16814117254606
5308020000,-4.76118485422425
5308080000,-5.0209482401605
5308140000,-4.31622504494854
5308200000,-5.02177152113675
5308260000,-4.9301544116886
5308320000,-5.32258853663217
5308380000,-5.03354543217218
5308440000,-4.5828824395275
5308500000,-5.31273326614209
5308560000,-6.16346645012386
5308620000,-5.28177054300762
5308680000,-4.73335364500417
5308740000,-5.06864645619957
5308800000,-5.46231527448201
5308860000,-5.33811842949101
5308920000,-5.34018367712941
5308980000,-5.13513646653794
5309040000,-4.65636215233869
5309100000,-5.00775007313004
5309160000,-5.53407493168958
5309220000,-4.95928116229807
5309280000,-4.54673197712579
5309340000,-4.9938968240607
5309400000,-4.24408527388476
5309460000,-4.91624358436776
5309520000,-5.57476882256744
5309580000,-5.40421953181314
5309640000,-5.29646321657836
5309700000,-4.24903912617964
5309760000,-4.25552134225055
5309820000,-4.58350153515919
5309880000,-4.63505005809874
5309940000,-5.1064384124438
5310000000,-4.56835472178825
5310060000,-3.82611301767799
5310120000,-4.0048055570604
5310180000,-3.98969533843134
5310240000,-5.07630639569254
5310300000,-5.14877856110681
5310360000,-5.17823489251876
5310420000,-4.99550035440827
5310480000,-5.35678787000589
5310540000,-5.40014185084521
5310600000,-5.13226491790866
5310660000,-6.42105700940935
5310720000,-4.68266765924709
5310780000,-5.35282694241955
5310840000,-5.60133110100374
5310900000,-4.98174295125273
5310960000,-5.91313541734205
5311020000,-6.06285675945176
5311080000,-4.60111956021199
5311140000,-5.85765528823478
5311200000,-5.08689804748877
5311260000,-5.46101020520738
5311320000,-4.91778930833832
5311380000,-5.11955150480826
5311440000,-4.55038734909278
5311500000,-5.83743029169675
5311560000,-4.99363506046465
5311620000,-6.12162304330814
5311680000,-5.84045110888342
5311740000,-5.42413169940853
5311800000,-5.94048346951067
5311860000,-5.55146695142799
5311920000,-5.35686318866113
5311980000,-5.80302852194075
5312040000,-6.10378666647343
5312100000,-5.5495196738406
5312160000,-5.45070018658238
5312220000,-6.59272545679035
5312280000,-5.71314616682645
5312340000,-5.81212749220081
5312400000,-5.52015934042612
5312460000,-4.57107710459516
5312520000,-6.1232924898162
5312580000,-5.79884749361024
5312640000,-4.47466101181235
5312700000,-4.94735755314739
5312760000,-5.03032461194205
5312820000,-4.73685718968444
5312880000,-6.01148705461373
5312940000,-4.7342189196928
5313000000,-4.65139165091897
5313060000,-4.97261777728941
5313120000,-6.16267849787142
5313180000,-5.47859966925993
5313240000,-5.19904459515992
5313300000,-5.39641187129271
5313360000,-5.3879087318996
5313420000,-5.76532075455363
5313480000,-4.48562732914563
5313540000,-5.07331938639292
5313600000,-5.14487288116816
5313660000,-5.39965339755826
5313720000,-5.81904499373376
5313780000,-4.96889991104465
5313840000,-5.36081958043035
5313900000,-5.35686569804177
5313960000,-5.40163075698266
5314020000,-5.04356703633925
5314080000,-5.64108435886554
5314140000,-6.33040260100961
5314200000,-5.80711969581411
5314260000,-5.81337324569037
5314320000,-5.44908650533445
5314380000,-5.849185182214
5314440000,-5.98453767965301
5314500000,-5.55713459171262
5314560000,-5.41343904520252
5314620000,-6.00132135006657
5314680000,-5.63696111605953
5314740000,-5.84541774827064
5314800000,-5.98700250732486
5314860000,-5.243944187811
5314920000,-5.76934953985534
5314980000,-6.12042060207071
5315040000,-5.27670537797872
5315100000,-5.64226203883044
5315160000,-5.92788700472073
5315220000,-5.28408186104853
5315280000,-6.21582626078709
5315340000,-6.12569288721549
5315400000,-5.29966758494879
5315460000,-5.72265218478807
5315520000,-4.71898537839186
5315580000,-5.16268783848272
5315640000,-5.58720110626536
5315700000,-4.85684248966554
5315760000,-6.33672458757512
5315820000,-5.5495553786572
5315880000,-6.77662666606861
5315940000,-6.24517126686821
5316000000,-6.04654656550875
5316060000,-5.73967306541016
5316120000,-5.69659032728752
5316180000,-5.89392002071858
5316240000,-5.65990812634338
5316300000,-5.23038842125064
5316360000,-5.70198907130781
5316420000,-5.48097820381628
5316480000,-5.37505104461831
5316540000,-5.02444882210151
5316600000,-4.65752365967027
5316660000,-5.41397100275015
5316720000,-5.53544789885712
5316780000,-4.88431543816794
5316840000,-5.54016467159059
5316900000,-6.50185038479668
5316960000,-6.23323767947275
5317020000,-6.53749328592274
5317080000,-5.90908506216081
5317140000,-6.07598838402694
5317200000,-5.92733201606605
5317260000,-5.96928143229277
5317320000,-6.22824290155562
5317380000,-5.37445169789465
5317440000,-5.0665860335059
5317500000,-6.11352438201473
5317560000,-6.37404391668139
5317620000,-6.97547110144742
5317680000,-6.924223218685
5317740000,-6.61754080207933
5317800000,-6.17933414742386
5317860000,-6.69702266610028
5317920000,-6.4206784286782
5317980000,-6.7302549754695
5318040000,-6.73810333757513
5318100000,-6.58735240055723
5318160000,-6.40826231166627
5318220000,-6.4402386394356
5318280000,-7.09841762159885
5318340000,-6.91398454427125
5318400000,-6.24270012444414
5318460000,-6.83499939774068
5318520000,-6.87468520951282
5318580000,-7.16487413113786
5318640000,-7.3298739674399
5318700000,-6.72468238806775
5318760000,-6.92889843660904
5318820000,-7.2047634456302
5318880000,-7.15781494145849
5318940000,-6.45175332591995
5319000000,-7.06568913010713
5319060000,-6.02337936195042
5319120000,-7.62842849708768
5319180000,-5.76362188175251
5319240000,-6.27169008149693
5319300000,-6.20919032074758
5319360000,-6.5297762164771
5319420000,-6.79412477036729
5319480000,-6.70572584696218
5319540000,-7.65503522931914
5319600000,-6.94401279232981
5319660000,-7.13383143461609
5319720000,-6.3821008642697
5319780000,-6.65000651087424
5319840000,-6.37655057394128
5319900000,-6.20643405985246
5319960000,-7.01506924459481
5320020000,-6.08042767533337
5320080000,-6.51465680379447
5320140000,-6.7409356464029
5320200000,-6.81115807021667
5320260000,-6.71474098947404
5320320000,-6.33339637269245
5320380000,-5.97803176158288
5320440000,-6.75793827810122
5320500000,-5.87229492604352
5320560000,-5.63241088894359
5320620000,-6.05066249765053
5320680000,-6.87971421867486
5320740000,-6.51512615434934
5320800000,-6.6362943771216
5320860000,-6.53600418096478
5320920000,-6.58239261371932
5320980000,-6.02816888140101
5321040000,-7.16385081364091
5321100000,-6.62803724092892
5321160000,-6.59849938270826
5321220000,-6.96289484387223
5321280000,-7.52260703226082
5321340000,-7.65335147777442
5321400000,-7.79623707445353
5321460000,-8.29104701953535
5321520000,-8.52360956931481
5321580000,-9.00829943863699
5321640000,-9.57206847656757
5321700000,-10.0059301367731
5321760000,-10.7107408405739
5321820000,-9.92195477133122
5321880000,-10.8472023323105
5321940000,-11.2864584265084
5322000000,-12.3678505986637
5322060000,-11.9207732603177
5322120000,-13.1403628940448
5322180000,-13.2406956667237
5322240000,-13.6536483831847
5322300000,-13.110331108693
5322360000,-13.7889707233289
5322420000,-14.7878809708288
5322480000,-14.9228145544564
5322540000,-14.8227080924274
5322600000,-15.2899211715125
5322660000,-15.7964827514089
5322720000,-15.8963819115462
5322780000,-17.6650279140833
5322840000,-17.8703610661217
5322900000,-17.2532488165374
5322960000,-18.6325622022502
5323020000,-18.488072924308
5323080000,-18.8060277473273
5323140000,-19.3502842208847
5323200000,-19.8282200236687
5323260000,-20.1773802509548
5323320000,-21.1372800684387
5323380000,-20.8523958687561
5323440000,-21.6800071142184
5323500000,-21.8444337000417
5323560000,-22.1921240543054
5323620000,-23.4073040689651
5323680000,-23.1245070889744
5323740000,-23.222399872436
5323800000,-23.2488862244664
5323860000,-23.022907186159
5323920000,-23.5005343156082
5323980000,-24.0892838455555
5324040000,-24.3566529885069
5324100000,-24.5690929766088
5324160000,-25.0726633649045
5324220000,-25.9135990093155
5324280000,-26.7981531356679
5324340000,-26.8355532948901
5324400000,-26.7422670436854
5324460000,-27.2215110334593
5324520000,-28.0318953670984
5324580000,-27.6867831203204
5324640000,-27.9265039517193
5324700000,-28.220992251935
5324760000,-27.9317351800106
5324820000,-29.5336681843403
5324880000,-28.2069379863374
5324940000,-28.8789264255466
5325000000,-29.1315600914478
5325060000,-30.5789873930214
5325120000,-29.9598173212057
5325180000,-30.5514845491026
5325240000,-29.8435929416511
5325300000,-30.3256737863584
5325360000,-31.123858173911
5325420000,-31.6883474496226
5325480000,-32.9619108207345
5325540000,-32.6702872532439
5325600000,-32.1174819483923
5325660000,-32.922413053118
5325720000,-32.6001279343789
5325780000,-32.8588762720535
5325840000,-33.7542339651211
5325900000,-32.6907433267107
5325960000,-33.5498833485048
5326020000,-34.217219639598
5326080000,-33.9155347912687
5326140000,-33.2719501285498
5326200000,-34.1455316527896
5326260000,-33.9123502366721
5326320000,-33.6570031353759
5326380000,-34.5192078424218
5326440000,-34.9007493723928
5326500000,-34.0763188823555
5326560000,-34.6855290447755
5326620000,-35.380374009484
5326680000,-35.1012076158588
5326740000,-35.5453363391262
5326800000,-36.2253502850381
5326860000,-36.4858698197047
5326920000,-36.4304989431143
5326980000,-35.6224795853728
5327040000,-36.9132919164032
5327100000,-36.9887838350025
5327160000,-37.0426612708065
5327220000,-36.8429341646802
5327280000,-36.8438520754849
5327340000,-37.5760612124244
5327400000,-38.2159255767278
5327460000,-38.6096009084992
5327520000,-38.9398512193514
5327580000,-38.6130021448776
5327640000,-38.9470667762231
5327700000,-38.8179744181911
5327760000,-38.9479765778284
5327820000,-38.991623697396
5327880000,-38.7823277178935
5327940000,-38.8202790794991
5328000000,-39.7296226143754
5328060000,-38.3122526964425
5328120000,-38.8742137905554
5328180000,-39.8561911008366
5328240000,-38.9614345360396
5328300000,-40.191511713782
5328360000,-40.1429169518251
5328420000,-40.8586488121828
5328480000,-40.5164836608149
5328540000,-41.1427296515652
5328600000,-41.796366726089
5328660000,-41.3432335108905
5328720000,-41.748822163509
5328780000,-42.0122226492996
5328840000,-41.206224366964
5328900000,-41.4486497647241
5328960000,-42.0629677358972
5329020000,-42.2072056157569
5329080000,-42.0048547862855
5329140000,-41.498387228467
5329200000,-42.048773072528
5329260000,-41.8330390491871
5329320000,-43.346772322804
5329380000,-42.5466167857326
5329440000,-41.8462950243468
5329500000,-42.9826457488119
5329560000,-42.6005882436144
5329620000,-41.5606376216588
5329680000,-42.0685147379103
5329740000,-43.4756601693034
5329800000,-42.532971045244
5329860000,-42.8409013342502
5329920000,-42.8266428060979
5329980000,-42.722876360243
5330040000,-43.3054230260355
5330100000,-43.110590597074
5330160000,-43.6765644445383
5330220000,-44.1227289419418
5330280000,-43.868719425096
5330340000,-43.8368518181347
5330400000,-43.5078714277783
5330460000,-44.5041138557425
5330520000,-44.7674481972472
5330580000,-44.6086717535266
5330640000,-43.6008672545722
5330700000,-44.1119119471871
5330760000,-44.0629423676095
5330820000,-43.5303772142771
5330880000,-44.6346038638364
5330940000,-43.8041101475814
5331000000,-44.1757961789368
5331060000,-43.8567521302122
5331120000,-43.4812943548856
5331180000,-44.586447024449
5331240000,-43.7973596312368
5331300000,-43.8406686800092
5331360000,-44.4405010525459
5331420000,-44.0495361168323
5331480000,-45.4928918701337
5331540000,-45.5306080520558
5331600000,-45.5013421203443
5331660000,-44.9131643212071
5331720000,-45.2244753181649
5331780000,-45.94625570601
5331840000,-46.0752950988176
5331900000,-45.4443439947268
5331960000,-45.6960957368145
