Trace
Swept SA
A.12.09,N9030A
550 B25 DP2 EP1 EXM FSA LFE NFE NUL PFR RTL ,01
Segment,0
Number of Points,1001
Sweep Time,0.001
Start Frequency,5280000000
Stop Frequency,5340000000
Average Count,0
Average Type,LogPower(Video)
RBW,560000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,560000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,6
Ref Level Offset,0
External Gain,0
Trace Type,Average
Detector,Sample
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
5280000000,-87.1776535105253
5280060000,-87.6632209765286
5280120000,-88.0035576385477
5280180000,-88.3646342089137
5280240000,-87.7048104715293
5280300000,-87.4122859543628
5280360000,-87.5471858133976
5280420000,-87.5721024235267
5280480000,-87.2268829585049
5280540000,-87.1979213729958
5280600000,-87.1531219056696
5280660000,-86.7720816350903
5280720000,-86.9190491516396
5280780000,-87.7951692290759
5280840000,-88.0693248582588
5280900000,-87.2262447017991
5280960000,-87.124186330883
5281020000,-87.9890986265231
5281080000,-88.1932736011065
5281140000,-87.3228391076989
5281200000,-87.960023975969
5281260000,-88.261938157181
5281320000,-88.0182501711856
5281380000,-87.3317041422531
5281440000,-87.9515592075884
5281500000,-88.5432735539087
5281560000,-87.4598618089116
5281620000,-87.2922544505589
5281680000,-87.3090647109692
5281740000,-87.2808601100666
5281800000,-87.4012964185604
5281860000,-87.6438130309347
5281920000,-87.5991899483712
5281980000,-87.5191870221572
5282040000,-88.5437569254969
5282100000,-88.2719943647726
5282160000,-87.8465639289151
5282220000,-88.0673778661127
5282280000,-87.5271282991057
5282340000,-88.2575104663649
5282400000,-88.2197590401815
5282460000,-88.0359242836607
5282520000,-88.2452805606483
5282580000,-87.3779915955087
5282640000,-87.3464356841151
5282700000,-86.6024176200042
5282760000,-86.7885425538717
5282820000,-86.9958777554535
5282880000,-87.1311671308392
5282940000,-87.5028488350623
5283000000,-87.9668459144609
5283060000,-87.5785297724205
5283120000,-87.0527070091289
5283180000,-87.3987908746658
5283240000,-87.8246227010363
5283300000,-87.7602739225114
5283360000,-87.2461072522879
5283420000,-88.0353945809223
5283480000,-87.7081296148699
5283540000,-86.9847265198991
5283600000,-87.3818370274107
5283660000,-87.2128773858773
5283720000,-87.0925190958315
5283780000,-87.992208587183
5283840000,-88.1646930994021
5283900000,-87.8721024379495
5283960000,-87.6547986727073
5284020000,-87.735114797053
5284080000,-87.4989011153769
5284140000,-87.5499447184803
5284200000,-87.1134461387637
5284260000,-87.1942693693021
5284320000,-86.6885471195927
5284380000,-87.295180677091
5284440000,-87.593434874477
5284500000,-87.1034108686474
5284560000,-87.6011782807372
5284620000,-87.2625732443164
5284680000,-87.3967014200144
5284740000,-87.1736063550638
5284800000,-88.0784183538985
5284860000,-87.9189761401855
5284920000,-87.4940748586161
5284980000,-87.4130871174769
5285040000,-86.5985077989229
5285100000,-86.8250762890035
5285160000,-87.844788262004
5285220000,-87.4729787940058
5285280000,-86.786351922057
5285340000,-87.776056437304
5285400000,-87.4570521576378
5285460000,-87.5590415596996
5285520000,-87.1070578676913
5285580000,-87.6465476255236
5285640000,-87.3074207841799
5285700000,-87.5056648211176
5285760000,-87.3788464391382
5285820000,-87.782777157474
5285880000,-88.4943596487761
5285940000,-88.0953281324019
5286000000,-87.2163536767339
5286060000,-88.3555075315395
5286120000,-88.7884388446085
5286180000,-87.958580195986
5286240000,-87.193748729877
5286300000,-87.8702159546726
5286360000,-87.7560237819561
5286420000,-87.9437582267832
5286480000,-86.7773794990333
5286540000,-87.7378041436729
5286600000,-87.3980820037551
5286660000,-87.190207473952
5286720000,-87.5053284642707
5286780000,-87.2008318313362
5286840000,-87.2731004008839
5286900000,-87.0025063892125
5286960000,-87.336397658028
5287020000,-87.3421765214047
5287080000,-87.5553250707902
5287140000,-87.6227430593639
5287200000,-87.2536234589968
5287260000,-87.4234621997755
5287320000,-87.8275325560485
5287380000,-87.7961162825918
5287440000,-87.2954209986192
5287500000,-88.2908727173839
5287560000,-88.1401101038686
5287620000,-88.4643516562917
5287680000,-87.5185347249273
5287740000,-87.3820225303647
5287800000,-88.1630491726128
5287860000,-88.2395509764653
5287920000,-88.249842350021
5287980000,-88.1579701991505
5288040000,-87.9385865635816
5288100000,-87.3852404279443
5288160000,-87.2014056714236
5288220000,-87.1563048801278
5288280000,-87.5601474060824
5288340000,-87.9440364057569
5288400000,-88.4288689352489
5288460000,-87.4977654328393
5288520000,-86.9860167037378
5288580000,-87.428252313039
5288640000,-86.8002733746863
5288700000,-87.4702437607225
5288760000,-86.8058119714129
5288820000,-88.0243610175267
5288880000,-87.8518075364534
5288940000,-87.4419063090782
5289000000,-87.6315589381996
5289060000,-87.5775801138483
5289120000,-87.423488237937
5289180000,-87.2155181663874
5289240000,-87.6550712574226
5289300000,-87.1143513310484
5289360000,-86.9834099552409
5289420000,-86.8178530697545
5289480000,-87.5244820889708
5289540000,-86.2240876883981
5289600000,-87.1684833677277
5289660000,-86.3706459028994
5289720000,-87.5380654159271
5289780000,-86.9457970426552
5289840000,-85.5779942652723
5289900000,-86.9657918405574
5289960000,-86.9994247977099
5290020000,-86.3759436708059
5290080000,-86.7482059748729
5290140000,-86.614949549055
5290200000,-86.1433430521969
5290260000,-86.0815371540009
5290320000,-86.1554225838733
5290380000,-86.4134390072694
5290440000,-86.0911275133027
5290500000,-86.1513284253359
5290560000,-86.0363425211874
5290620000,-86.8819847815029
5290680000,-86.10379216962
5290740000,-86.0314031856622
5290800000,-85.667641272462
5290860000,-85.9699743674853
5290920000,-85.9815592293007
5290980000,-85.4765645667374
5291040000,-86.2642570831424
5291100000,-86.2248520498087
5291160000,-86.4636866302618
5291220000,-85.9600589496093
5291280000,-85.9311267615606
5291340000,-85.2422950800781
5291400000,-85.8469590077263
5291460000,-85.5352452982515
5291520000,-85.7943861745098
5291580000,-86.5599791500222
5291640000,-84.5021297835148
5291700000,-84.8681524766014
5291760000,-84.1206361146971
5291820000,-85.0413815370953
5291880000,-84.831265450933
5291940000,-85.7874421625377
5292000000,-85.097816749623
5292060000,-85.1125162254979
5292120000,-84.9021854909992
5292180000,-83.7893086245188
5292240000,-84.2684291805706
5292300000,-84.3774724563922
5292360000,-84.053373549955
5292420000,-84.6305125885095
5292480000,-84.7861067429525
5292540000,-85.2787133839853
5292600000,-84.9130391191078
5292660000,-85.1640500808038
5292720000,-85.3414351028048
5292780000,-84.0484105986915
5292840000,-84.496759363018
5292900000,-84.2648802900101
5292960000,-83.5403953216197
5293020000,-84.5019722998337
5293080000,-83.834334670587
5293140000,-83.3877071489974
5293200000,-84.0667965803899
5293260000,-84.1209915443784
5293320000,-84.2893001004655
5293380000,-84.1616350247501
5293440000,-83.5626625137476
5293500000,-82.9239005400271
5293560000,-82.672317819153
5293620000,-83.0073393734477
5293680000,-83.609128182589
5293740000,-83.8009400083053
5293800000,-84.2384558084564
5293860000,-82.716439786174
5293920000,-82.9212305906786
5293980000,-82.8256381443133
5294040000,-82.9316240842482
5294100000,-83.3341642558296
5294160000,-82.3587940106005
5294220000,-82.9647352110301
5294280000,-82.5481371952896
5294340000,-82.6684984933841
5294400000,-82.7513706800408
5294460000,-81.9469834141494
5294520000,-81.9002862938762
5294580000,-82.0026636955409
5294640000,-82.2491327495975
5294700000,-81.9988141195227
5294760000,-81.3251720589793
5294820000,-81.0755295704949
5294880000,-81.4879693368827
5294940000,-80.8207065252567
5295000000,-80.9840910067186
5295060000,-80.6290733212539
5295120000,-81.4037338965668
5295180000,-80.6341605732123
5295240000,-80.9560047158608
5295300000,-81.094665933085
5295360000,-80.6264680248908
5295420000,-80.4493196738742
5295480000,-79.4898755028434
5295540000,-79.6360551205774
5295600000,-78.994022679382
5295660000,-80.022346591546
5295720000,-80.0372371509138
5295780000,-79.811641785077
5295840000,-78.4540237109917
5295900000,-77.7484707071305
5295960000,-78.1750653507247
5296020000,-77.7966766842029
5296080000,-77.9720185827026
5296140000,-77.609938157365
5296200000,-77.764488701962
5296260000,-76.8382195650481
5296320000,-76.8787079631022
5296380000,-75.7447163706542
5296440000,-75.79088582794
5296500000,-74.9101974534527
5296560000,-74.8388579119579
5296620000,-74.8878348267166
5296680000,-74.4270450785557
5296740000,-73.6722219309817
5296800000,-72.9210881646941
5296860000,-73.1366972346441
5296920000,-72.6367059729741
5296980000,-72.384527953526
5297040000,-72.1790257519061
5297100000,-72.1000575694247
5297160000,-71.1151184508193
5297220000,-70.2369141617399
5297280000,-70.0024260641171
5297340000,-68.8084930498131
5297400000,-68.3573236205841
5297460000,-68.9920890309842
5297520000,-67.5417954628328
5297580000,-66.5015082755667
5297640000,-66.8734309920903
5297700000,-65.9405180291149
5297760000,-65.4861810235227
5297820000,-64.8980414766957
5297880000,-63.8025899548965
5297940000,-64.4640041631939
5298000000,-64.3017897220855
5298060000,-63.2315244745262
5298120000,-61.904075544227
5298180000,-61.9148431097668
5298240000,-60.9696273095934
5298300000,-60.8981628288918
5298360000,-60.317887102735
5298420000,-59.6552249936693
5298480000,-59.0192043331356
5298540000,-58.9354958101568
5298600000,-57.7217856543357
5298660000,-57.2898201161452
5298720000,-57.2327383429682
5298780000,-56.4877486459145
5298840000,-56.7739483677682
5298900000,-56.6800977209344
5298960000,-56.3898720382998
5299020000,-55.7501546471148
5299080000,-55.2538307186358
5299140000,-55.2473125774316
5299200000,-54.5628816489033
5299260000,-54.1504433738162
5299320000,-54.754436992491
5299380000,-54.0212650745378
5299440000,-53.606158979915
5299500000,-53.1967118964286
5299560000,-54.0311669062952
5299620000,-53.9989186378327
5299680000,-53.512222377651
5299740000,-54.274330237352
5299800000,-54.1685736190363
5299860000,-53.4849290725749
5299920000,-52.6448532896981
5299980000,-53.3171372089966
5300040000,-52.9020678611993
5300100000,-52.5709209136194
5300160000,-53.3906036996102
5300220000,-53.5943802917294
5300280000,-53.5467498020869
5300340000,-52.8709470282004
5300400000,-52.4240328813715
5300460000,-52.7649118796608
5300520000,-52.7669483994473
5300580000,-53.6057468840951
5300640000,-52.8473078488858
5300700000,-54.2049568117323
5300760000,-53.4910622784687
5300820000,-53.5608672939557
5300880000,-53.9902326481971
5300940000,-53.1387800481265
5301000000,-53.0002305626797
5301060000,-52.1475579680005
5301120000,-52.7163407784223
5301180000,-53.6387382912227
5301240000,-53.5723595711787
5301300000,-53.8731183853199
5301360000,-54.0084135933226
5301420000,-54.364219152155
5301480000,-53.9541841194596
5301540000,-54.2373412041569
5301600000,-53.5261732853499
5301660000,-54.1616368854357
5301720000,-54.0652066114475
5301780000,-53.4394603633409
5301840000,-54.1921022407773
5301900000,-53.6118044665252
5301960000,-53.6943018355611
5302020000,-53.3197789350885
5302080000,-54.6556811265675
5302140000,-53.5166331709222
5302200000,-53.3122480727994
5302260000,-52.9931026384479
5302320000,-53.3002260027763
5302380000,-53.3134850030893
5302440000,-53.8756754330054
5302500000,-54.4014130119645
5302560000,-54.3709065430336
5302620000,-54.1955808345648
5302680000,-54.1302236762715
5302740000,-54.5492705218952
5302800000,-54.0992769910842
5302860000,-54.2562160793428
5302920000,-53.7390493514053
5302980000,-54.8417341397757
5303040000,-54.9692537194896
5303100000,-54.6820853727418
5303160000,-53.4464741088859
5303220000,-54.3829383065112
5303280000,-54.0334620423412
5303340000,-53.6520821842188
5303400000,-53.4790053814743
5303460000,-54.8641630179361
5303520000,-54.686786836601
5303580000,-54.9897945564665
5303640000,-54.1941236375983
5303700000,-54.7092046371445
5303760000,-55.2643984714737
5303820000,-55.4037872758441
5303880000,-54.5622930655006
5303940000,-55.1229768755687
5304000000,-55.1363461163583
5304060000,-55.0801830138205
5304120000,-54.7831812165523
5304180000,-54.8332752348081
5304240000,-54.1976587893557
5304300000,-55.2559754605431
5304360000,-55.0637241642206
5304420000,-55.5150935176083
5304480000,-55.6599208521617
5304540000,-56.0443301400111
5304600000,-55.5322050765408
5304660000,-55.9717419520976
5304720000,-55.1484888659629
5304780000,-55.3427186328013
5304840000,-55.6834212463278
5304900000,-55.2198754862498
5304960000,-56.6550382029357
5305020000,-56.477823707633
5305080000,-56.6936826559969
5305140000,-56.7113806728377
5305200000,-57.1586858273182
5305260000,-57.4571883863699
5305320000,-56.7162849363186
5305380000,-57.454926273216
5305440000,-57.3892530922228
5305500000,-57.2909413807659
5305560000,-58.2883906100931
5305620000,-58.1993097012172
5305680000,-58.527136227067
5305740000,-58.0494135416874
5305800000,-58.65620726847
5305860000,-58.6104214694707
5305920000,-58.7405721218948
5305980000,-59.4610384788696
5306040000,-58.2271616651802
5306100000,-59.1502720663965
5306160000,-58.6110866405825
5306220000,-59.5082758310477
5306280000,-59.7436987893406
5306340000,-60.4748511231885
5306400000,-60.4300427897492
5306460000,-60.480665962293
5306520000,-60.6145500921943
5306580000,-60.6401560258959
5306640000,-60.0040324742507
5306700000,-61.0796936471031
5306760000,-60.6159053579763
5306820000,-61.0730733604376
5306880000,-60.8829166331722
5306940000,-61.3613463489033
5307000000,-61.8832990048295
5307060000,-61.0213441620135
5307120000,-61.4503861441899
5307180000,-61.8427180476305
5307240000,-62.2266716748429
5307300000,-61.903307704917
5307360000,-61.6832978565654
5307420000,-62.5145999887987
5307480000,-62.2510010559661
5307540000,-62.3368791329537
5307600000,-63.2876010988969
5307660000,-63.4651992524861
5307720000,-62.8859156906194
5307780000,-62.4015050829876
5307840000,-62.9702143997583
5307900000,-62.9364962582734
5307960000,-63.463512626762
5308020000,-62.6794169579457
5308080000,-62.9841811760731
5308140000,-63.4175739823961
5308200000,-63.1129288454111
5308260000,-62.3005160728171
5308320000,-63.3815716796619
5308380000,-62.8001200550872
5308440000,-62.9096557383713
5308500000,-63.2393196054992
5308560000,-63.4430227039672
5308620000,-62.5199725889726
5308680000,-63.1270823384551
5308740000,-63.3248324511823
5308800000,-63.2954504351136
5308860000,-63.0094653361489
5308920000,-63.4126008063044
5308980000,-63.4982657517038
5309040000,-62.9416329331133
5309100000,-63.8129964545739
5309160000,-64.2272441647793
5309220000,-63.7107609277973
5309280000,-63.4428552670088
5309340000,-64.2184786091513
5309400000,-63.7754449271017
5309460000,-63.1458917078669
5309520000,-64.4940746884487
5309580000,-63.8481103369181
5309640000,-63.8255338329435
5309700000,-62.9123465659295
5309760000,-62.8621290997675
5309820000,-63.5799570346669
5309880000,-63.5001877713883
5309940000,-63.4496469331613
5310000000,-63.5702875071301
5310060000,-62.7887494173729
5310120000,-64.0028873276713
5310180000,-63.9779957736863
5310240000,-63.4280949735387
5310300000,-64.0957708409117
5310360000,-64.0346248688276
5310420000,-63.6013217461867
5310480000,-64.0747244961811
5310540000,-63.9629046516477
5310600000,-64.4205724109366
5310660000,-64.0433008479119
5310720000,-64.4889082990515
5310780000,-64.8169185590292
5310840000,-64.4192378090875
5310900000,-64.9937972204877
5310960000,-64.8538440063043
5311020000,-65.7167925047113
5311080000,-64.9547890274226
5311140000,-64.9441552417554
5311200000,-64.9109809532888
5311260000,-65.3510690312292
5311320000,-64.9432682055279
5311380000,-65.1333161836174
5311440000,-65.8403846479923
5311500000,-66.5904101514486
5311560000,-66.0838118105428
5311620000,-66.5391351223608
5311680000,-66.2750584807958
5311740000,-67.1104615587618
5311800000,-67.5347999472665
5311860000,-66.8192518068526
5311920000,-68.1208324632572
5311980000,-67.3628049924942
5312040000,-67.1004701504609
5312100000,-67.5806343163586
5312160000,-67.6968064763391
5312220000,-68.659750436464
5312280000,-67.7868817864562
5312340000,-67.8137518109571
5312400000,-68.0035205131723
5312460000,-68.2723610346307
5312520000,-68.5459124991262
5312580000,-69.5050274400276
5312640000,-69.3157820340361
5312700000,-68.6308146018546
5312760000,-68.8566539880409
5312820000,-69.2059259612884
5312880000,-69.1775655069704
5312940000,-69.8773507505191
5313000000,-70.0301962424101
5313060000,-69.1979254852826
5313120000,-69.2867506576803
5313180000,-70.1621489805874
5313240000,-70.5183661038661
5313300000,-70.2390983246139
5313360000,-70.1920190373549
5313420000,-70.7262965785745
5313480000,-70.9501810336409
5313540000,-71.5344122095288
5313600000,-71.3820238695755
5313660000,-71.7094976259
5313720000,-72.2869232896939
5313780000,-71.524258369545
5313840000,-72.8399277588699
5313900000,-72.1250116638557
5313960000,-73.0083766985447
5314020000,-73.6025267889204
5314080000,-73.7784925475786
5314140000,-73.6867503326558
5314200000,-73.6142708036924
5314260000,-73.7065199443563
5314320000,-74.068836204802
5314380000,-74.9504733028134
5314440000,-75.8599718439655
5314500000,-75.7782394643259
5314560000,-74.2504019089983
5314620000,-75.6072783526318
5314680000,-75.4900926356903
5314740000,-75.9211181105709
5314800000,-75.3164563550953
5314860000,-75.5733092261795
5314920000,-75.894189766122
5314980000,-77.0997133846327
5315040000,-76.7276369868663
5315100000,-76.8694943420382
5315160000,-76.8668190829114
5315220000,-77.1509454479274
5315280000,-77.0119835621581
5315340000,-78.3574243936768
5315400000,-77.8629443199649
5315460000,-77.6296018874234
5315520000,-77.0436736636191
5315580000,-76.4792790795939
5315640000,-77.7933160739878
5315700000,-77.2567608850079
5315760000,-76.9433985651237
5315820000,-76.2391749604717
5315880000,-76.4437885443376
5315940000,-76.8608722736002
5316000000,-75.4994169950503
5316060000,-75.0451159004073
5316120000,-75.0305052723383
5316180000,-74.9526386587476
5316240000,-73.4701099393374
5316300000,-72.4371933294027
5316360000,-73.2421545011974
5316420000,-73.2361426303098
5316480000,-72.4559706865873
5316540000,-71.587003713578
5316600000,-71.6674056776807
5316660000,-71.781342794791
5316720000,-72.290462623355
5316780000,-71.9627469934064
5316840000,-71.7171458198576
5316900000,-70.7612211588394
5316960000,-70.4835841027661
5317020000,-70.3857566135304
5317080000,-70.5143410153095
5317140000,-69.7914206258119
5317200000,-70.2110251873079
5317260000,-70.3733358255874
5317320000,-69.85461019637
5317380000,-69.6063559020157
5317440000,-69.7796832385985
5317500000,-70.0080720186027
5317560000,-69.6621740593663
5317620000,-68.9385407814528
5317680000,-69.583609165864
5317740000,-68.5916726157957
5317800000,-68.1040201022731
5317860000,-69.2046241844405
5317920000,-68.5267186562557
5317980000,-68.2869969747969
5318040000,-67.9838796698791
5318100000,-68.0179144894884
5318160000,-68.1881256952636
5318220000,-67.7182953921384
5318280000,-69.1102944516435
5318340000,-68.8713297547911
5318400000,-67.8797386248829
5318460000,-67.1929477142773
5318520000,-67.8964582500618
5318580000,-68.9737060499023
5318640000,-68.5833076849109
5318700000,-66.9213074694583
5318760000,-67.3089275939856
5318820000,-67.075438174142
5318880000,-67.8828025883284
5318940000,-67.4969828778019
5319000000,-67.6923803578169
5319060000,-66.9111207080578
5319120000,-67.3924746352275
5319180000,-66.3823925026968
5319240000,-66.6643802024651
5319300000,-66.8817081879752
5319360000,-66.1337117647143
5319420000,-65.7725859209652
5319480000,-65.4241377320348
5319540000,-65.7172303224878
5319600000,-66.0501417731191
5319660000,-65.8125367088125
5319720000,-65.8571325660883
5319780000,-65.5571754881688
5319840000,-64.6371157288986
5319900000,-64.9155242878572
5319960000,-63.7762109191917
5320020000,-63.7578006693595
5320080000,-64.2579469231215
5320140000,-63.4887475815116
5320200000,-63.4022013677233
5320260000,-63.4614298109376
5320320000,-64.3650415106348
5320380000,-63.6095487349594
5320440000,-63.6369250297769
5320500000,-64.1136194594654
5320560000,-63.5094280633571
5320620000,-63.6961900393651
5320680000,-63.3525777326786
5320740000,-63.3464041757585
5320800000,-63.4856231088551
5320860000,-63.142628148838
5320920000,-63.1421430005148
5320980000,-63.3704141906772
5321040000,-63.8565452051699
5321100000,-64.0344952924083
5321160000,-64.4878260904048
5321220000,-64.4804251895109
5321280000,-64.2639936460929
5321340000,-64.2419087137046
5321400000,-64.0959281842532
5321460000,-64.7617805732021
5321520000,-64.9384151240854
5321580000,-66.3855932168538
5321640000,-65.7457573999508
5321700000,-66.0486099472728
5321760000,-67.038473795928
5321820000,-66.9794803519457
5321880000,-67.6120989118568
5321940000,-68.7049420644656
5322000000,-69.7599359867461
5322060000,-69.6505773436492
5322120000,-69.5056477734087
5322180000,-69.3818696759616
5322240000,-70.8661179663563
5322300000,-71.3404165030182
5322360000,-70.5274663908948
5322420000,-71.2142130248581
5322480000,-71.2601832134098
5322540000,-71.8503518404322
5322600000,-72.1123639658253
5322660000,-72.7965971169202
5322720000,-74.5636416274713
5322780000,-73.4731794887072
5322840000,-74.1995245018957
5322900000,-74.8099920753583
5322960000,-75.7797921572569
5323020000,-75.1744248627307
5323080000,-75.1485697060397
5323140000,-76.2352687894146
5323200000,-76.5109654326467
5323260000,-76.5113254613114
5323320000,-76.2423827041659
5323380000,-77.5160349372675
5323440000,-77.1591129303627
5323500000,-78.2551751048908
5323560000,-77.5787247509982
5323620000,-77.5378327932876
5323680000,-78.6631380915974
5323740000,-79.2996885618436
5323800000,-79.6929750468726
5323860000,-79.6513408032856
5323920000,-79.7615076960932
5323980000,-79.9940709154812
5324040000,-81.0271490309967
5324100000,-80.9927024664895
5324160000,-80.6869246914012
5324220000,-80.8406806686899
5324280000,-82.1934194197652
5324340000,-82.3773445408399
5324400000,-82.0922258310823
5324460000,-82.5758433627066
5324520000,-82.4594513771972
5324580000,-83.4066521613754
5324640000,-82.6720903775399
5324700000,-83.4183962663733
5324760000,-83.6518340602096
5324820000,-83.6724342403937
5324880000,-83.8545367189205
5324940000,-84.2013825658048
5325000000,-84.4836274933519
5325060000,-83.8782895962861
5325120000,-84.1686923191079
5325180000,-83.1077378812698
5325240000,-83.6598514957407
5325300000,-84.1434322805395
5325360000,-84.9537511395011
5325420000,-84.3797803327345
5325480000,-85.016808511713
5325540000,-84.6748865590024
5325600000,-85.7524209840822
5325660000,-86.3012126855224
5325720000,-85.238531146883
5325780000,-85.9410274702819
5325840000,-85.6154137587554
5325900000,-85.9350816534545
5325960000,-86.4504631410941
5326020000,-86.8296608932028
5326080000,-86.3644239432728
5326140000,-86.285895886822
5326200000,-86.6257304393892
5326260000,-86.4906049222085
5326320000,-86.2112407653338
5326380000,-86.6651154163486
5326440000,-86.5113592586083
5326500000,-86.2468996141813
5326560000,-86.9492856971035
5326620000,-87.9138162842167
5326680000,-88.1077438912092
5326740000,-87.5011933488998
5326800000,-86.1543559575583
5326860000,-87.0993739802981
5326920000,-86.9823352506588
5326980000,-86.668936183949
5327040000,-87.337008081162
5327100000,-86.7227774523102
5327160000,-87.4643430006462
5327220000,-87.3256897882116
5327280000,-87.5970576553925
5327340000,-86.6746754967469
5327400000,-87.7396572062149
5327460000,-87.442478188308
5327520000,-86.6334967333453
5327580000,-87.1031725193515
5327640000,-87.6277260146514
5327700000,-87.6776722097288
5327760000,-86.9116698419428
5327820000,-87.4526785657291
5327880000,-87.576868047171
5327940000,-87.0809474978971
5328000000,-87.5708634354227
5328060000,-87.6858882585695
5328120000,-87.6226101347268
5328180000,-87.5131559498834
5328240000,-87.643342513257
5328300000,-87.6140478536936
5328360000,-87.3523001249931
5328420000,-88.4217355497192
5328480000,-87.8152438023306
5328540000,-88.2679499042926
5328600000,-87.2545899549217
5328660000,-88.0058052196502
5328720000,-88.2818840298681
5328780000,-88.1680716715131
5328840000,-88.0643205939969
5328900000,-87.7736678123097
5328960000,-88.684944899819
5329020000,-87.7389271829723
5329080000,-87.5264863448101
5329140000,-87.9767598069199
5329200000,-88.1254153248207
5329260000,-88.780361255943
5329320000,-87.9343977957352
5329380000,-88.8317551857219
5329440000,-87.9108282013685
5329500000,-87.971254591096
5329560000,-87.7671699810666
5329620000,-87.8740517076691
5329680000,-88.736815636072
5329740000,-88.6820774744898
5329800000,-88.2198390655257
5329860000,-88.450535546175
5329920000,-88.0618054870642
5329980000,-88.8098678741594
5330040000,-88.1665925543838
5330100000,-87.9855482039815
5330160000,-88.9253922736823
5330220000,-88.006559858386
5330280000,-87.8544279103355
5330340000,-88.4837539546763
5330400000,-88.3972665358089
5330460000,-88.2110849791931
5330520000,-88.3380745687428
5330580000,-87.2596506900327
5330640000,-87.9828575243182
5330700000,-87.8230087428997
5330760000,-87.4881642287922
5330820000,-88.0534552549095
5330880000,-88.1927256335619
5330940000,-87.8167099760953
5331000000,-88.0257699258541
5331060000,-88.3577847539418
5331120000,-87.965460855291
5331180000,-88.4256559603023
5331240000,-88.3983529786843
5331300000,-88.5894363813784
5331360000,-88.4431692266875
5331420000,-88.1328274958644
5331480000,-87.7032349667291
5331540000,-87.7042490888888
5331600000,-87.7248198716124
5331660000,-88.991137438332
5331720000,-88.6982651483808
5331780000,-88.2881116899675
5331840000,-87.3776575508992
5331900000,-87.9523778124556
5331960000,-88.1384269000478
5332020000,-87.7920365333489
5332080000,-89.1417914421885
