Trace
Swept SA
A.12.09,N9030A
5332140000,-88.1417656434169
5332200000,-88.4694002498976
5332260000,-88.1331079108631
5332320000,-88.4439124712367
5332380000,-88.856270558732
5332440000,-88.4085618445948
5332500000,-89.5953739795296
5332560000,-88.6108161920339
5332620000,-87.7307443283398
5332680000,-88.08746037257
5332740000,-87.665746362835
5332800000,-87.6680319251591
5332860000,-86.937100727689
5332920000,-88.240547286956
5332980000,-88.3691096406398
5333040000,-87.8614080590909
5333100000,-88.0509480951114
5333160000,-87.9184830481014
5333220000,-87.9267509936269
5333280000,-87.4456394150544
5333340000,-88.146871647654
5333400000,-88.0354698810559
5333460000,-88.3863652281171
5333520000,-88.750989189208
5333580000,-88.4482540512762
5333640000,-88.577867364171
5333700000,-88.8305090490458
5333760000,-89.2790186635286
5333820000,-87.7736260692541
5333880000,-87.8970585660895
5333940000,-88.0200941972087
5334000000,-88.1750040248201
5334060000,-88.598261220777
5334120000,-88.8005965014581
5334180000,-87.546456652278
5334240000,-88.3275029899972
5334300000,-88.3797715844501
5334360000,-87.5950944799138
5334420000,-87.7086420806731
5334480000,-87.5562382061134
5334540000,-88.154395593013
5334600000,-88.1053237919323
5334660000,-87.7125001364538
5334720000,-87.6363826717599
5334780000,-88.0770137668424
5334840000,-88.3112232440155
5334900000,-88.1100710306659
5334960000,-86.8811909493767
5335020000,-87.8945948144867
5335080000,-87.8066889681525
5335140000,-87.7377371344431
5335200000,-87.6340007556571
5335260000,-88.5520907046256
5335320000,-87.6952354853213
5335380000,-87.4850362035184
5335440000,-87.3673139829237
5335500000,-88.2430642394801
5335560000,-88.1612730649196
5335620000,-87.9359267416202
5335680000,-88.1348886637148
5335740000,-87.4966917552317
5335800000,-87.8738831306648
5335860000,-88.664285210172
5335920000,-87.9292016214135
5335980000,-87.9108281184068
5336040000,-88.7410468751619
5336100000,-88.4785168393634
5336160000,-88.2276208485378
5336220000,-87.9854632528306
5336280000,-89.2677697636386
5336340000,-88.536416377961
5336400000,-88.1361665893231
5336460000,-87.7497336070963
5336520000,-87.7346125984383
5336580000,-87.9051145044221
5336640000,-87.6173026526372
5336700000,-88.1367009685973
5336760000,-88.6033749392416
5336820000,-88.1848913757601
5336880000,-88.4075149791202
5336940000,-87.6743683483553
5337000000,-87.1524130734575
5337060000,-87.9623832378627
5337120000,-88.1242569892046
5337180000,-88.1550107175777
5337240000,-87.8708588496188
5337300000,-88.2381914520402
5337360000,-88.0990646058424
5337420000,-87.6005464562879
5337480000,-88.1140799788884
5337540000,-88.5421403852327
5337600000,-88.0982647652881
5337660000,-87.7985836888469
5337720000,-87.6130603006952
5337780000,-88.3847770196909
5337840000,-88.3194157511252
5337900000,-87.743236860429
5337960000,-88.3827017542288
5338020000,-88.4635781526678
5338080000,-88.8391934895708
5338140000,-88.5707619135872
5338200000,-87.8856360344659
