Trace
Swept SA
A.12.09,N9030A
550 B25 DP2 EP1 EXM FSA LFE NFE NUL PFR RTL ,01
Segment,0
Number of Points,1001
Sweep Time,0.001
Start Frequency,5280000000
Stop Frequency,5340000000
Average Count,0
Average Type,LogPower(Video)
RBW,560000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,560000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,6
Ref Level Offset,0
External Gain,0
Trace Type,Average
Detector,Sample
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
5280000000,-87.9309952342825
5280060000,-87.3447386416724
5280120000,-87.1178733524192
5280180000,-88.1861352313515
5280240000,-87.4266835005048
5280300000,-87.5348978148169
5280360000,-88.0926801424137
5280420000,-87.5974086898939
5280480000,-87.1755353467508
5280540000,-87.4974104036077
5280600000,-87.376008503716
5280660000,-87.6161439217939
5280720000,-88.5201989360222
5280780000,-87.6374322079561
5280840000,-87.4962899133727
5280900000,-88.8071396359321
5280960000,-87.9306125188463
5281020000,-88.3323825238393
5281080000,-87.8497666780429
5281140000,-88.1029325204649
5281200000,-88.2876316775007
5281260000,-87.9695754659338
5281320000,-87.8107065026997
5281380000,-87.4748207313705
5281440000,-87.3877991614741
5281500000,-87.5891005342986
5281560000,-87.7016656727571
5281620000,-88.7924386570285
5281680000,-88.5935450513926
5281740000,-87.9384396064105
5281800000,-87.1652225147085
5281860000,-86.4811605711839
5281920000,-87.0894109890069
5281980000,-87.7473872111798
5282040000,-87.2854524788094
5282100000,-87.3909034318391
5282160000,-88.4790600421305
5282220000,-88.0488157721245
5282280000,-88.2634709413581
5282340000,-87.7937532313338
5282400000,-86.7448908517297
5282460000,-87.5376764781575
5282520000,-87.710447615616
5282580000,-87.4484082649353
5282640000,-87.8164961296184
5282700000,-87.5240598048332
5282760000,-88.0848112759354
5282820000,-88.29659284341
5282880000,-87.4935152812567
5282940000,-86.9375748197349
5283000000,-87.380008861894
5283060000,-87.7005463343005
5283120000,-88.2681694617828
5283180000,-87.1244194292136
5283240000,-88.0688298072735
5283300000,-87.455711285178
5283360000,-86.3909669275661
5283420000,-87.2795735763282
5283480000,-88.1203579063046
5283540000,-87.5310954233636
5283600000,-87.5451129250312
5283660000,-88.4516667233976
5283720000,-87.368350520147
5283780000,-86.7783971968854
5283840000,-87.2115416415426
5283900000,-88.0200549093108
5283960000,-87.9632833262168
5284020000,-87.4060861232607
5284080000,-87.9083586961643
5284140000,-87.0148031001134
5284200000,-87.1533629429741
5284260000,-87.235589902249
5284320000,-86.3129161216232
5284380000,-86.7213813982333
5284440000,-87.0562501326089
5284500000,-87.0363062180925
5284560000,-88.6538375974231
5284620000,-87.8789301517453
5284680000,-87.4410939875783
5284740000,-85.8794223078981
5284800000,-87.0081915098
5284860000,-87.0933435163896
5284920000,-87.3966467276078
5284980000,-87.980240025479
5285040000,-85.9951199761231
5285100000,-87.035608604296
5285160000,-86.8983173770315
5285220000,-87.0673182901874
5285280000,-86.9084419775882
5285340000,-87.5256365727528
5285400000,-87.4022429949157
5285460000,-86.2235614299678
5285520000,-87.2992241195683
5285580000,-87.9997164189159
5285640000,-86.6533884863913
5285700000,-86.6992581364556
5285760000,-87.0900261418753
5285820000,-87.2858007921353
5285880000,-86.6879616001082
5285940000,-87.734719236722
5286000000,-87.3901612145603
5286060000,-87.681918573187
5286120000,-87.0972788409016
5286180000,-87.3422648399536
5286240000,-87.1300174379087
5286300000,-87.7753674508186
5286360000,-87.1910584399634
5286420000,-87.6801021556648
5286480000,-86.8326932231541
5286540000,-86.8916814899439
5286600000,-86.4659423807516
5286660000,-86.6744902275768
5286720000,-87.5164063597804
5286780000,-86.469021202564
5286840000,-87.6442163438803
5286900000,-86.8970527515015
5286960000,-87.2591729317134
5287020000,-87.5717804391637
5287080000,-88.0520637116513
5287140000,-86.7923480469752
5287200000,-86.3139727848487
5287260000,-86.6632683229396
5287320000,-86.7939128995744
5287380000,-87.5381118732448
5287440000,-87.0241656839747
5287500000,-86.8387434645897
5287560000,-87.3963420580587
5287620000,-87.2103612869252
5287680000,-86.7834315805847
5287740000,-86.9628979896606
5287800000,-87.1831974713004
5287860000,-87.2598977080108
5287920000,-86.5551546510601
5287980000,-87.0956071757221
5288040000,-86.8723283766437
5288100000,-87.4334987615572
5288160000,-86.7590350888694
5288220000,-87.7535828357253
5288280000,-87.0180900351447
5288340000,-86.8290960243151
5288400000,-86.8048012856523
5288460000,-86.4032562864098
5288520000,-87.1343366433548
5288580000,-87.6648013808292
5288640000,-86.702580666534
5288700000,-87.2044343256262
5288760000,-87.9498679926355
5288820000,-87.7039237515507
5288880000,-87.5050007484544
5288940000,-87.5331363805027
5289000000,-87.7555377805647
5289060000,-86.8911003690887
5289120000,-87.4300830207283
5289180000,-86.7910726853421
5289240000,-86.5792882932992
5289300000,-86.6950651043119
5289360000,-87.2588151163799
5289420000,-87.2675778219921
5289480000,-87.0201049129639
5289540000,-86.8179040930276
5289600000,-87.05702529872
5289660000,-87.3341133245826
5289720000,-86.9861231489134
5289780000,-87.2335123903571
5289840000,-86.4137297213036
5289900000,-86.7001734889541
5289960000,-86.572002823794
5290020000,-87.7490941013094
5290080000,-86.4712034567105
5290140000,-87.3540482032246
5290200000,-87.2742216617732
5290260000,-87.25873881188
5290320000,-87.0545389646331
5290380000,-87.657747717989
5290440000,-87.3460413578793
5290500000,-86.6037724426653
5290560000,-86.7856420941328
5290620000,-87.0935901041019
5290680000,-86.6622875255196
5290740000,-86.8925821437122
5290800000,-87.4549357764089
5290860000,-88.0958761702514
5290920000,-87.6395122566362
5290980000,-87.7622489164101
5291040000,-86.9086150716493
5291100000,-87.7181058049774
5291160000,-87.906060730758
5291220000,-87.3329154055082
5291280000,-87.4575629002114
5291340000,-87.1848963675783
5291400000,-87.901373536045
5291460000,-87.4025082439853
5291520000,-87.6648387447023
5291580000,-87.1981122262789
5291640000,-86.6449277766742
5291700000,-87.0316609806471
5291760000,-86.3939955790766
5291820000,-87.4076957714151
5291880000,-86.621051389653
5291940000,-86.9158660841665
5292000000,-88.0274892172614
5292060000,-87.1792776872054
5292120000,-87.3009839191154
5292180000,-87.2044801514761
5292240000,-86.5380992636636
5292300000,-87.0968869375326
5292360000,-86.8033246431371
5292420000,-87.7641887329354
5292480000,-87.895294802824
5292540000,-87.6667155947515
5292600000,-86.5580499144805
5292660000,-87.1430527737052
5292720000,-87.4877093456622
5292780000,-87.2212441604357
5292840000,-87.0159844878644
5292900000,-87.0270019318182
5292960000,-86.9475339925092
5293020000,-86.7453022583641
5293080000,-86.755011515328
5293140000,-86.7399313637679
5293200000,-86.1168749832923
5293260000,-86.7626864894563
5293320000,-87.0184010448241
5293380000,-87.6979975824093
5293440000,-87.2073179663366
5293500000,-86.8259013613886
5293560000,-87.2828047867058
5293620000,-86.1857511033122
5293680000,-86.7684021657009
5293740000,-87.2649627651641
5293800000,-88.0010097761769
5293860000,-86.7336786524964
5293920000,-86.3093858514831
5293980000,-87.9733122560197
5294040000,-87.680852366391
5294100000,-86.3650742278901
5294160000,-86.4280516831878
5294220000,-86.5967056594354
5294280000,-87.0657869827436
5294340000,-87.5355591463725
5294400000,-87.458942760727
5294460000,-87.4701292400783
5294520000,-86.7159013910784
5294580000,-87.2874990083382
5294640000,-86.985970002161
5294700000,-86.8832119248111
5294760000,-86.2607434935445
5294820000,-87.6059058850651
5294880000,-87.1274409138092
5294940000,-87.5235724390127
5295000000,-86.6077761473839
5295060000,-87.1308900029978
5295120000,-86.8739128481314
5295180000,-86.2615424445291
5295240000,-86.7955480592395
5295300000,-86.5036393719943
5295360000,-85.9770728060782
5295420000,-85.9269214842022
5295480000,-86.0063100717957
5295540000,-86.954878673761
5295600000,-86.1897958124902
5295660000,-86.2710952350129
5295720000,-85.6555793031425
5295780000,-85.2627123873496
5295840000,-86.1891961471523
5295900000,-85.3016875618408
5295960000,-84.5651202372058
5296020000,-84.4636703468458
5296080000,-84.0184833008183
5296140000,-83.8049923393214
5296200000,-84.0942787945222
5296260000,-82.8043777705818
5296320000,-82.8885434454982
5296380000,-82.7916501615079
5296440000,-81.9682794855314
5296500000,-82.298119737422
5296560000,-82.6192730397498
5296620000,-81.7434352462366
5296680000,-80.4112900716307
5296740000,-80.7080802286112
5296800000,-80.8945123190654
5296860000,-80.8763307354278
5296920000,-80.3765599547113
5296980000,-79.8131951176779
5297040000,-79.3827068018751
5297100000,-79.4988275162998
5297160000,-79.1129792441891
5297220000,-79.5027976647611
5297280000,-77.8724593500885
5297340000,-77.4378259923623
5297400000,-77.2467064982671
5297460000,-77.5737613407801
5297520000,-76.6415318687602
5297580000,-76.1076526845573
5297640000,-75.9879543206236
5297700000,-75.0167070692225
5297760000,-74.7548719840168
5297820000,-74.3679213071392
5297880000,-73.2282854022849
5297940000,-73.0263990883002
5298000000,-73.436883923568
5298060000,-73.3982196593626
5298120000,-72.9069300459857
5298180000,-71.6070338854924
5298240000,-70.6155170851115
5298300000,-70.2831501429229
5298360000,-70.3645745046526
5298420000,-70.5036325875928
5298480000,-70.0423357332392
5298540000,-68.8252669175617
5298600000,-68.7449170544391
5298660000,-68.4075010984185
5298720000,-67.9552072163274
5298780000,-67.6150278990245
5298840000,-67.5643841696859
5298900000,-67.0953778313294
5298960000,-65.8704084481562
5299020000,-66.4393382458803
5299080000,-65.9299471462317
5299140000,-65.9438822881349
5299200000,-66.0283419376559
5299260000,-65.9970711347535
5299320000,-65.9386958733167
5299380000,-66.1699370428606
5299440000,-65.6244091149548
5299500000,-65.4720354737318
5299560000,-65.1912978214572
5299620000,-64.9690758142068
5299680000,-64.8479590228063
5299740000,-66.5088648382818
5299800000,-65.3079352283908
5299860000,-65.4467287341871
5299920000,-64.5820178794539
5299980000,-65.0121108208414
5300040000,-65.8660563469858
5300100000,-65.1015908323844
5300160000,-65.2281917414593
5300220000,-65.6559255366458
5300280000,-65.0357207098339
5300340000,-65.0105278318793
5300400000,-65.5465104258049
5300460000,-65.1821149504569
5300520000,-64.6002664601661
5300580000,-65.3229890722303
5300640000,-64.4720803251781
5300700000,-64.6327014453578
5300760000,-65.6116890695229
5300820000,-64.8924515478226
5300880000,-64.2104973553372
5300940000,-65.2113566900765
5301000000,-64.9807417078679
5301060000,-64.8956735523432
5301120000,-65.0397512516553
5301180000,-64.0864952460489
5301240000,-65.7683247039991
5301300000,-65.7050474160325
5301360000,-65.1496051945903
5301420000,-66.0181612585778
5301480000,-66.2941306641952
5301540000,-65.1050702789607
5301600000,-65.8247061576777
5301660000,-65.5968618861164
5301720000,-66.0127632034721
5301780000,-65.1445467015803
5301840000,-65.7991700965139
5301900000,-65.8995705189634
5301960000,-65.3552993324918
5302020000,-65.2092975908211
5302080000,-64.9910589394616
5302140000,-65.6074509370809
5302200000,-65.9724872984943
5302260000,-65.3190045464539
5302320000,-64.9293052070242
5302380000,-65.248422735216
5302440000,-64.8578267732427
5302500000,-64.6393749902949
5302560000,-64.9543548259284
5302620000,-65.5424738159607
5302680000,-65.4064084159218
5302740000,-65.0863222628359
5302800000,-64.9225203588634
5302860000,-65.8893006875768
5302920000,-65.2531771359317
5302980000,-64.883953127705
5303040000,-64.9554337984376
5303100000,-65.3563938565199
5303160000,-65.5648372954855
5303220000,-64.0026128966737
5303280000,-64.1291182640021
5303340000,-64.7340599507765
5303400000,-64.5237218669127
5303460000,-64.2357965355583
5303520000,-63.4229795478831
5303580000,-63.6873884021788
5303640000,-63.8707411086509
5303700000,-63.9016900307892
5303760000,-64.049942169485
5303820000,-64.2396447274141
5303880000,-63.5559854822225
5303940000,-63.3075629883468
5304000000,-62.4651501073643
5304060000,-62.7772342931436
5304120000,-62.9886027794238
5304180000,-62.780748780968
5304240000,-62.6522238295343
5304300000,-62.647271103099
5304360000,-63.1908896873763
5304420000,-62.0913666173049
5304480000,-61.3662643022451
5304540000,-61.5758762902635
5304600000,-61.6797970586018
5304660000,-61.3137332773734
5304720000,-61.7495807716438
5304780000,-61.3870079388437
5304840000,-60.884804518275
5304900000,-61.0808128314705
5304960000,-62.4020603889157
5305020000,-60.8093214261575
5305080000,-61.2864356055336
5305140000,-60.7484481262331
5305200000,-60.5568656221359
5305260000,-60.6291988192215
5305320000,-60.7455179665043
5305380000,-60.9528369526076
5305440000,-61.5218255452526
5305500000,-61.4236608210979
5305560000,-60.8133996852829
5305620000,-61.2666798735998
5305680000,-60.6062005259724
5305740000,-60.7457657151054
5305800000,-60.3220535139361
5305860000,-60.3556041113241
5305920000,-60.542874029401
5305980000,-59.9836174874655
5306040000,-58.7602429165216
5306100000,-59.9318280028198
5306160000,-60.2229444499336
5306220000,-59.9824739691094
5306280000,-60.6977075781241
5306340000,-60.8781425866466
5306400000,-60.0313788815177
5306460000,-59.8251784902121
5306520000,-60.5309681650575
5306580000,-60.372281419203
5306640000,-60.5536791945552
5306700000,-60.3301783977753
5306760000,-59.4753450897531
5306820000,-59.3874694767556
5306880000,-58.8925566263782
5306940000,-59.1210932295608
5307000000,-59.681659449787
5307060000,-58.9162899632769
5307120000,-59.380645644818
5307180000,-58.291874695906
5307240000,-58.8900108705864
5307300000,-58.869418695192
5307360000,-59.2191463290765
5307420000,-59.7228358126986
5307480000,-59.5546389883888
5307540000,-59.135608332796
5307600000,-58.5314839168498
5307660000,-59.079806094799
5307720000,-59.0507107039697
5307780000,-59.0983573836431
5307840000,-59.3538000125018
5307900000,-59.0734151297526
5307960000,-59.1205473538682
5308020000,-59.1222311041293
5308080000,-58.2062804758331
5308140000,-57.6278935365102
5308200000,-58.0075110383064
5308260000,-57.6817217778934
5308320000,-57.8267548946699
5308380000,-57.8592471834818
5308440000,-57.9372099942435
5308500000,-57.8655691287791
5308560000,-58.6256044675184
5308620000,-59.3833982498985
5308680000,-58.5096917722679
5308740000,-58.8221948718585
5308800000,-57.8508741268062
5308860000,-57.9777028661997
5308920000,-57.8445919109359
5308980000,-58.3677939589312
5309040000,-58.1277423919184
5309100000,-58.0610256010793
5309160000,-58.1405170797843
5309220000,-58.0656718911309
5309280000,-58.6851065259067
5309340000,-58.6296048662289
5309400000,-58.7542361454538
5309460000,-58.7710007929253
5309520000,-59.1151576080547
5309580000,-58.4376497814621
5309640000,-57.8025404422024
5309700000,-57.7331631811926
5309760000,-57.5181141542918
5309820000,-57.4740701548241
5309880000,-57.7328273473485
5309940000,-58.4768116726825
5310000000,-58.4331792376611
5310060000,-58.1074781696295
5310120000,-57.968362783069
5310180000,-58.1243611525931
5310240000,-57.9159339036585
5310300000,-58.2972197113352
5310360000,-58.1732440169061
5310420000,-59.4215932218023
5310480000,-58.9715923416263
5310540000,-58.7700367490717
5310600000,-58.1462380827198
5310660000,-58.9374861750911
5310720000,-58.4782030467782
5310780000,-59.3083145818634
5310840000,-58.2990711128316
5310900000,-58.9896916980852
5310960000,-58.6414501272541
5311020000,-58.4710631921408
5311080000,-58.7066551858312
5311140000,-58.6399824911827
5311200000,-58.38456340172
5311260000,-57.7359826762095
5311320000,-57.9187033372819
5311380000,-57.6928139968405
5311440000,-58.0799205016861
5311500000,-57.9801683146672
5311560000,-57.6254152063466
5311620000,-58.8242590878463
5311680000,-58.9718865305075
5311740000,-59.0995383987935
5311800000,-58.0068061420859
5311860000,-58.094477464161
5311920000,-58.5338747017807
5311980000,-58.0671760640694
5312040000,-56.8248915766916
5312100000,-57.3744263998843
5312160000,-57.6012359022655
5312220000,-57.6749948761829
5312280000,-57.475056143953
5312340000,-56.8363970613441
5312400000,-56.4220406019627
5312460000,-56.6418682074872
5312520000,-57.6841559133646
5312580000,-56.9958665681523
5312640000,-57.3686565097592
5312700000,-56.6978292560537
5312760000,-56.4420059515098
5312820000,-56.2024467919595
5312880000,-56.4723088751685
5312940000,-57.1118219754312
5313000000,-56.9215770557845
5313060000,-57.3943698084745
5313120000,-57.2221308333528
5313180000,-56.6120460823005
5313240000,-57.5456587262623
5313300000,-56.5635050170345
5313360000,-55.3206987247337
5313420000,-56.3672931585669
5313480000,-55.6950548267598
5313540000,-56.3368021340166
5313600000,-55.9008532399353
5313660000,-56.0591960569303
5313720000,-55.7367875044689
5313780000,-55.4856677935969
5313840000,-55.6230575706567
5313900000,-55.354416973357
5313960000,-56.6253507772433
5314020000,-56.9177800322985
5314080000,-56.4118643464719
5314140000,-56.842794279606
5314200000,-56.9736716833002
5314260000,-56.8056283597815
5314320000,-56.7867771480426
5314380000,-56.5776508735462
5314440000,-56.6992607278337
5314500000,-56.4628462606753
5314560000,-56.8414707623052
5314620000,-57.225129579037
5314680000,-56.9651456979635
5314740000,-57.1390609837553
5314800000,-57.7129140202284
5314860000,-56.6113102439542
5314920000,-56.7442307711495
5314980000,-57.0844107438769
5315040000,-56.7082187016476
5315100000,-57.5671683095573
5315160000,-57.9713833005083
5315220000,-57.7846358427788
5315280000,-57.5408793598732
5315340000,-57.7431778937287
5315400000,-57.7708628618809
5315460000,-57.7709068678458
5315520000,-57.5402396042052
5315580000,-58.0445602973509
5315640000,-58.0457067080826
5315700000,-58.5245692004792
5315760000,-58.4465849970468
5315820000,-58.2538110599252
5315880000,-59.615618927549
5315940000,-59.0904185076677
5316000000,-58.7950694816737
5316060000,-58.9685732030192
5316120000,-58.0926243331532
5316180000,-58.6721878263186
5316240000,-59.1358812291234
5316300000,-59.2344655225141
5316360000,-58.6229468093887
5316420000,-59.3374519953812
5316480000,-58.6668517361181
5316540000,-59.3627042334555
5316600000,-59.0916522085228
5316660000,-59.5287041627955
5316720000,-59.616543684392
5316780000,-60.6639383631463
5316840000,-59.9233427505535
5316900000,-60.4867008936464
5316960000,-60.4889056129542
5317020000,-60.160690226178
5317080000,-59.8959733539721
5317140000,-59.9711352207498
5317200000,-60.0019583678051
5317260000,-59.7461268780199
5317320000,-59.8849930415911
5317380000,-59.6544580665226
5317440000,-60.2499770313468
5317500000,-60.4178584883814
5317560000,-60.1764170554862
5317620000,-59.5860057189634
5317680000,-59.3571463991404
5317740000,-59.6903665231065
5317800000,-59.2759210354676
5317860000,-60.3255572705811
5317920000,-59.8254696312886
5317980000,-59.6541999364856
5318040000,-58.8221267763401
5318100000,-59.8548521223302
5318160000,-58.9736852032344
5318220000,-58.8270138334623
5318280000,-58.8097868314133
5318340000,-59.4996275480889
5318400000,-58.7657492552087
5318460000,-59.7605077810287
5318520000,-59.4230395435761
5318580000,-59.2618531777073
5318640000,-59.2498442248879
5318700000,-59.1847875546881
5318760000,-58.4934547364431
5318820000,-57.9011178662608
5318880000,-58.6697584756705
5318940000,-58.2565550307356
5319000000,-58.191976069268
5319060000,-59.5426863955722
5319120000,-59.4731760101143
5319180000,-58.3982871760232
5319240000,-59.1658768262219
5319300000,-58.6706985628243
5319360000,-58.9715153360102
5319420000,-57.9710094262208
5319480000,-57.7043008760695
5319540000,-57.6357238599808
5319600000,-57.5032808610662
5319660000,-57.7856433784551
5319720000,-57.4515778970495
5319780000,-57.6165931016903
5319840000,-57.2151045447443
5319900000,-57.4313448242179
5319960000,-57.4463447881863
5320020000,-57.5508453204924
5320080000,-57.0131142330946
5320140000,-57.0738125493314
5320200000,-57.3677870635977
5320260000,-57.3874465250474
5320320000,-56.8202591822794
5320380000,-57.0794050552786
5320440000,-57.4732721401514
5320500000,-57.4014908008737
5320560000,-56.7759568484793
5320620000,-56.7476984493966
5320680000,-56.3350829536707
5320740000,-56.3713372815439
5320800000,-57.5194403104321
5320860000,-56.6519432104452
5320920000,-56.3922533039761
5320980000,-57.6034065361629
5321040000,-57.2271997952032
5321100000,-58.0755222211605
5321160000,-57.3731359577867
5321220000,-58.1635747841195
5321280000,-57.8168095997998
5321340000,-58.2326733344538
5321400000,-58.5476376354809
5321460000,-59.5551399604056
5321520000,-60.5139159946357
5321580000,-59.9285904187706
5321640000,-60.8284465928955
5321700000,-60.0732698399199
5321760000,-60.2781039047391
5321820000,-61.4632771312538
5321880000,-61.6891671271198
5321940000,-61.9436461532727
5322000000,-62.3947721417355
5322060000,-63.1259677358979
5322120000,-63.9145324741271
5322180000,-63.7295121171991
5322240000,-63.988055342259
5322300000,-65.3698387842581
5322360000,-65.0481496337016
5322420000,-65.4444052622359
5322480000,-65.2117830674755
5322540000,-66.4101263562714
5322600000,-66.415910216389
5322660000,-66.8522566316109
5322720000,-67.4071703541897
5322780000,-67.9990587326484
5322840000,-68.9580478984668
5322900000,-69.027675693315
5322960000,-69.6576043855951
5323020000,-69.6893315045591
5323080000,-70.2994830553219
5323140000,-70.2564156855381
5323200000,-70.1687229707922
5323260000,-71.594205737749
5323320000,-71.5476547689019
5323380000,-71.4591756720891
5323440000,-72.4225671076097
5323500000,-72.5443459972948
5323560000,-72.9854694998397
5323620000,-73.4874530948797
5323680000,-74.3893670912359
5323740000,-74.6107886731137
5323800000,-74.2540871471621
5323860000,-74.4368216710886
5323920000,-74.4645874822571
5323980000,-75.2014935331119
5324040000,-75.812122792607
5324100000,-76.7746470030445
5324160000,-76.7140440481026
5324220000,-76.6250357970017
5324280000,-77.3430980757086
5324340000,-77.1501036576336
5324400000,-77.7633492911087
5324460000,-78.0714419357559
5324520000,-78.7140409334895
5324580000,-78.2278435942593
5324640000,-78.6224970611991
5324700000,-78.7824853001031
5324760000,-78.5121902597769
5324820000,-79.2908994993904
5324880000,-79.6942840120836
5324940000,-79.6235977282077
5325000000,-79.3760710209995
5325060000,-79.9642994156324
5325120000,-79.5576001588219
5325180000,-81.0510278062419
5325240000,-80.9944008578259
5325300000,-80.0272022707254
5325360000,-80.8984032702773
5325420000,-81.0353512495542
5325480000,-81.1283647241897
5325540000,-80.9460121867974
5325600000,-80.9487166629329
5325660000,-81.4751442463365
5325720000,-82.6423409257864
5325780000,-82.0065546090603
5325840000,-82.0223483044608
5325900000,-82.8534144211344
5325960000,-82.1801977878913
5326020000,-82.2638481713737
5326080000,-82.8898817001442
5326140000,-82.6563187866494
5326200000,-82.8849868425279
5326260000,-83.0370157190152
5326320000,-83.2298335718758
5326380000,-82.7605177243085
5326440000,-83.8866241034156
5326500000,-83.7297959110583
5326560000,-83.1631671200388
5326620000,-83.016503099632
5326680000,-83.8047591645264
5326740000,-83.2351391819063
5326800000,-84.0591131612466
5326860000,-84.5946686561195
5326920000,-84.045634245179
5326980000,-83.7518138871284
5327040000,-83.1477400808618
5327100000,-84.0210650469311
5327160000,-84.2730820357713
5327220000,-85.0370337502394
5327280000,-83.914285850537
5327340000,-84.9813180328715
5327400000,-85.2013138379174
5327460000,-85.9384991646464
5327520000,-85.318932896723
5327580000,-85.3064609339018
5327640000,-85.7401321802228
5327700000,-86.0906527096632
5327760000,-85.0642623359483
5327820000,-84.9217213093693
5327880000,-85.5885732119736
5327940000,-85.7997938750755
5328000000,-84.7275434630597
5328060000,-85.2246691277605
5328120000,-85.4160979506149
5328180000,-85.8558544712489
5328240000,-85.8690758888602
5328300000,-85.3251198892123
5328360000,-84.8988786705681
5328420000,-85.434037299725
5328480000,-85.9574736915279
5328540000,-86.1393189422758
5328600000,-85.5149608882992
5328660000,-86.5654129029402
5328720000,-86.6604695010769
5328780000,-86.4046894568476
5328840000,-86.74780917562
5328900000,-85.319739251692
5328960000,-86.5975365267171
5329020000,-86.9133827515577
5329080000,-85.9392537131564
5329140000,-86.1461309014768
5329200000,-86.065963936606
5329260000,-86.5851523953739
5329320000,-87.063522480308
5329380000,-86.738731897674
5329440000,-87.0703131132202
5329500000,-87.3093070270814
5329560000,-87.1012390611612
5329620000,-86.5738779279368
5329680000,-87.1238308290648
5329740000,-86.0826241352834
5329800000,-86.8179427232739
5329860000,-86.655639253908
5329920000,-86.4694209504666
5329980000,-86.3686463658209
5330040000,-87.5932048399725
5330100000,-86.686542973302
5330160000,-86.8227486667026
5330220000,-86.8267466310979
5330280000,-86.1000266198371
5330340000,-86.7474908972752
5330400000,-87.1083960796193
5330460000,-87.0583688610741
5330520000,-87.2487467247173
5330580000,-87.7278590955278
5330640000,-86.8139728029521
5330700000,-86.4664506340258
5330760000,-87.0934616283563
5330820000,-87.507539467288
5330880000,-86.3735690870592
5330940000,-87.310987866273
5331000000,-87.0318662384469
5331060000,-87.1770822534751
5331120000,-87.6550481233281
5331180000,-87.4820366289935
5331240000,-85.9321656770593
5331300000,-86.5991351695054
5331360000,-87.8081423870793
5331420000,-87.1909720121826
5331480000,-87.4593486877628
5331540000,-87.1950507293683
5331600000,-87.5924822563206
5331660000,-87.6269212910111
5331720000,-87.4455462191787
5331780000,-87.0949299675402
5331840000,-86.9001643524732
5331900000,-86.8876482934611
5331960000,-87.1014853305429
5332020000,-87.5615701950777
